N,P,K,temperature,humidity,ph,rainfall,label
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,apple
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,apple
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,rice
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,apple
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,apple
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,apple
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,maize
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana
